driver_age,experience_years,car_type,locality,profession,previous_accidents,traffic_violations,avg_speed,max_speed,lane_changes,acceleration_rate,harsh_brakes,following_distance,speed_variation,risk_label
64,24,Truck,Urban,Student,1,2,58.5137379924347,50.0,6,1.2381713172440925,4,26.071397655179727,9.662228645249586,2
61,9,SUV,Urban,Teacher,3,4,73.1941718323943,137.40528390205677,10,2.1548175226390374,2,5.42187261349399,8.084782113268695,1
20,21,Hatchback,Rural,Teacher,0,7,99.85387488098786,76.85953592346394,12,2.8127268052826713,4,10.087708217562806,19.29195870341566,2
54,18,Hatchback,Urban,Business,0,9,97.82296068806579,142.70253400695472,13,1.79294437041311,3,18.023966403997242,6.173729656453814,2
24,0,SUV,Semi-Urban,Teacher,1,7,75.3271566313236,155.59271886906248,6,5.074138306747393,5,18.80615062331251,13.822512982518171,2
38,6,Hatchback,Semi-Urban,Teacher,3,1,109.64739675479798,129.77696087748353,1,4.785966115088675,4,7.1583316013089435,16.27730286824339,2
26,3,SUV,Semi-Urban,Engineer,2,8,91.57462414087428,78.56770815857377,7,4.866262172321523,3,15.185738141660316,4.743130066577994,1
56,0,SUV,Semi-Urban,Driver,2,5,78.61734954372155,68.88804928461468,1,2.456467363540791,0,17.994618949654527,19.489905601705107,0
35,14,SUV,Urban,Student,4,8,108.46202909092409,82.36871724636671,2,4.813431545344397,4,15.574392470258617,11.38616903841019,2
21,39,Truck,Rural,Teacher,1,3,68.85186626994762,114.26143919512329,9,1.615286971317674,0,22.514906395094833,18.375322570648073,1
42,11,SUV,Semi-Urban,Student,4,2,96.10237693461215,73.41693194407435,6,1.5340024240637287,5,24.284097216109185,13.613740133612971,2
31,21,SUV,Semi-Urban,Teacher,2,4,98.14347551607374,53.53919394367599,6,3.920286834244634,1,16.506540481419425,13.339110164758678,1
26,21,Sedan,Rural,Teacher,2,4,97.36871012400124,127.02753929072534,11,1.2433432938089992,5,15.641493195952831,7.566135695563481,2
43,16,Sedan,Rural,Business,2,3,81.88834425476966,84.99096605115724,6,5.693252968037353,4,22.63409176965307,15.64121272509567,2
19,28,Truck,Semi-Urban,Engineer,4,6,102.41894608030785,122.8630992970506,3,2.6442320276850357,1,18.882558972178064,1.565940026797676,1
37,13,SUV,Semi-Urban,Driver,1,7,121.83164827662355,119.2912130732384,4,3.385163034909423,5,26.760986165349223,11.560589160275542,2
45,19,Sedan,Rural,Driver,0,4,81.8941252653477,104.94061563522646,6,5.066146180866417,0,17.028653785366824,1.6106422008652599,0
64,32,Sedan,Semi-Urban,Business,0,8,86.3501372721811,120.9839715662983,7,3.0002643222051573,1,19.35818689180407,6.830565582797622,1
24,14,Hatchback,Semi-Urban,Business,2,6,103.50240840732792,137.01925510350395,2,3.1532266435942757,0,8.220130078517709,2.8296198240183097,1
61,11,SUV,Urban,Driver,1,6,79.6861344834596,119.10465840555612,5,2.73971985098829,2,25.899931046123392,18.320229538671047,0
25,39,Sedan,Rural,Driver,1,7,79.13995551754005,119.77509687538026,11,2.7586172153048665,5,15.557303292095066,12.936946964238228,2
64,19,Truck,Urban,Engineer,3,3,61.79786151738621,109.69109235718491,8,3.339776569175095,5,22.97658231973304,13.701701720609117,2
52,29,Hatchback,Urban,Teacher,3,9,50.51704420043932,89.17355806207227,9,5.7296427618572885,0,15.737068727028273,17.17144006153018,1
31,37,Hatchback,Rural,Engineer,4,5,62.30363879501063,107.7074208882544,13,5.6800906029438245,2,5.02530574342314,14.927617029986656,2
34,2,SUV,Urban,Driver,3,4,102.25462299197372,105.22702705605475,10,3.725808306544497,1,15.010256256660051,3.359715946799827,1
53,27,SUV,Semi-Urban,Teacher,4,0,64.44576887928508,112.22856772932575,11,3.2797989899752436,0,8.68755487696415,12.733228331931594,2
57,25,Hatchback,Urban,Driver,0,8,94.72953016697896,108.33980388139946,4,5.040805762843015,2,14.965376982541674,19.585243877466443,1
21,29,Truck,Rural,Engineer,2,1,114.7066896742312,88.56680095670423,3,4.404645784683074,0,13.033598505691497,5.068201927607569,2
19,12,SUV,Semi-Urban,Engineer,1,5,88.17304861880804,128.4860299485789,8,5.407817010605704,3,10.063684466890034,12.77456469126386,1
23,12,SUV,Semi-Urban,Engineer,0,7,67.35225242124068,86.81844420942589,3,4.6530592064433804,5,8.094302429156853,11.708671968305312,2
59,1,Hatchback,Semi-Urban,Teacher,0,2,82.35416030907675,109.85524454134502,2,5.761721609153263,3,23.21403055623515,8.441274870101395,0
21,36,Hatchback,Semi-Urban,Student,4,4,92.59652656078488,112.8759892491084,12,5.431228703184815,1,23.871507557491718,19.138072289648075,2
46,37,SUV,Urban,Student,2,6,92.6994848325277,73.75146844007841,6,5.276245890848368,3,11.624937630428937,7.77160732668512,1
35,1,Sedan,Urban,Driver,4,3,87.34116656315369,139.04565100998764,4,2.957740649085051,5,17.379755617920473,2.77992841103834,2
43,35,SUV,Semi-Urban,Teacher,0,4,97.63341739269711,98.97466047456184,0,2.9310616834445726,4,16.60177368650578,19.288316692088483,2
61,25,Sedan,Rural,Business,1,0,104.99193345840052,75.158694701684,7,4.706014199211038,2,13.881189276425044,14.855183929493197,1
51,10,Hatchback,Semi-Urban,Student,3,3,75.40352693536418,100.00909587105578,10,1.4187450312388918,5,11.940929544918873,7.506547636746346,2
27,7,Sedan,Urban,Teacher,4,6,113.09475618523037,75.6375634032494,0,2.6110722731554556,5,9.650793567042344,6.329720876704569,2
53,39,Truck,Semi-Urban,Teacher,0,9,91.59225728887883,85.50106839214517,8,5.661119189202856,4,26.82231550171607,18.632506627591138,2
31,21,Hatchback,Urban,Student,3,6,40.49306647973788,85.0122485883029,0,3.2505061289937696,3,25.83281219143361,6.197449543243706,0
48,19,SUV,Semi-Urban,Teacher,3,9,81.24290062747286,96.60420412685016,3,2.349491245870694,1,15.429485255917914,11.205995781229722,0
32,7,SUV,Rural,Teacher,0,9,81.52911716294192,134.11925244231043,9,3.382261009086713,4,23.030031413188766,5.084146352923304,2
25,28,Hatchback,Semi-Urban,Student,2,3,106.60283940215399,102.65912167828151,3,2.4429480538241686,5,17.45830205998047,19.909077664388466,2
31,39,Hatchback,Rural,Engineer,0,5,73.37472316485426,104.11037353228272,10,4.84130446062702,1,7.134581632318208,15.620663139161712,1
40,25,Truck,Rural,Driver,1,4,87.98324703716561,88.07493778948512,13,5.253025434571931,0,25.559762711076278,11.785063862920502,2
57,29,Hatchback,Semi-Urban,Business,3,0,56.617467544655895,107.08313546439855,8,4.913291236475555,5,10.481788600352463,15.170702534473412,2
38,16,SUV,Rural,Driver,1,7,68.39550679743863,99.17285996552233,0,1.7452352837798575,4,22.67043776820358,18.410991365415605,2
33,19,Truck,Rural,Engineer,4,6,100.93959985100146,97.90492355148002,9,2.6802858283116824,0,18.184949122879146,19.29935969399119,1
62,15,SUV,Urban,Engineer,3,4,60.57298945816674,117.67668942603939,12,2.0698550999655727,4,22.263499245362503,15.934358804083711,2
35,6,Sedan,Urban,Teacher,2,9,104.31905012738457,76.46245914931733,8,1.2139955940329248,2,16.780076393099066,17.1322533983313,1
64,15,Hatchback,Rural,Driver,0,9,107.79922291898,131.66203073363272,3,4.6958771233779935,1,22.564028711924667,8.558084567141545,1
41,26,Sedan,Semi-Urban,Engineer,4,6,109.8274059644882,50.0,6,3.1417979071145177,0,5.820313823627155,8.44463690828636,1
43,22,SUV,Rural,Driver,1,9,115.90640928804869,97.67275402077347,8,2.383115443239904,3,6.021323477522801,16.357636402130154,2
42,23,Sedan,Semi-Urban,Engineer,4,2,100.50365575021819,133.9680295295844,10,2.537637540957943,4,27.408499130387742,15.43287763839847,2
62,8,Sedan,Urban,Business,2,7,93.50913673102788,130.1683673636826,6,1.675082318553848,5,23.742350399288927,18.118652368800223,2
58,34,SUV,Semi-Urban,Engineer,0,4,97.3926392588177,103.95931495548805,1,5.13380316711455,0,25.711687997072552,3.527184189102841,1
46,19,SUV,Rural,Driver,4,1,86.42571139053017,79.75201823998685,5,1.7196224291934468,4,16.414634673032854,14.125449255151791,2
32,36,Hatchback,Rural,Teacher,1,1,77.52807902463968,96.66490680237824,12,2.6915814369877618,4,16.491171547071936,13.305316442357965,2
62,16,Sedan,Rural,Driver,4,3,100.4021555809491,160.0,5,1.0369396716872183,4,18.350100888776826,16.171876966717136,2
18,30,Truck,Rural,Student,0,6,93.98136137574238,117.71905448206562,2,3.1820576512403242,0,11.091551168996261,1.4664953132237304,1
42,7,Truck,Rural,Driver,4,9,102.60616052447946,57.48620485639439,3,2.7740028488144444,0,23.33756246221403,16.698796467649295,1
24,14,SUV,Semi-Urban,Business,1,3,80.82803771849792,102.07284943656803,5,4.595510034849269,4,25.736360085014013,7.202106412292427,2
26,30,SUV,Rural,Business,0,8,82.58857674012216,85.0348732904636,10,4.576568158737479,3,27.680602316384903,14.055320489381366,1
41,29,Sedan,Urban,Business,2,1,89.22984069263835,68.25170489303059,5,1.193156159730214,5,17.925846209387466,12.714631859887065,2
18,19,SUV,Rural,Engineer,2,5,82.46704969461327,112.06620667868603,0,1.5793196074395068,1,15.364412643183545,9.363768095760909,0
61,38,Truck,Semi-Urban,Business,3,3,140.0,75.742297470846,9,5.523130033172688,4,25.773331108624056,15.174523143945388,2
25,11,Hatchback,Rural,Driver,4,5,123.68905230742457,138.70787274294764,7,4.958991653918131,3,23.816644501609368,19.2631596778947,2
41,16,Hatchback,Rural,Teacher,1,9,85.08586746308958,133.52695225431,8,2.9474244611783744,1,26.681830492729816,7.1460246185157725,1
28,29,Sedan,Semi-Urban,Business,4,8,82.38241672771008,81.75965452947568,1,1.8318724187158817,4,21.393276436310217,15.22028178021411,2
34,28,Hatchback,Rural,Driver,0,9,93.92057219325666,80.19580511861989,3,2.303906434127582,1,27.082832586821667,6.976203852026795,1
25,18,SUV,Semi-Urban,Engineer,3,8,76.411254812677,116.8315340388427,10,4.2901334174413694,4,7.226041651133031,17.067409666005567,2
52,10,SUV,Rural,Engineer,1,8,76.07437282485107,125.44407883683374,5,5.72746493085711,0,21.989039442137397,9.308190151899112,0
52,33,SUV,Urban,Teacher,4,8,85.85807853456396,93.7086622840568,1,4.078690415206889,4,7.2198772121805455,9.536048947162882,2
50,6,SUV,Rural,Teacher,1,2,77.5723528475386,124.46137823865813,10,1.1322280092421617,4,23.722691082337864,15.665731041593215,2
22,33,Sedan,Semi-Urban,Driver,0,8,88.67535358654612,141.61123273436962,6,4.253590635603502,4,20.711096753323496,10.42722429006451,2
59,19,Hatchback,Urban,Teacher,3,2,92.4018232085619,108.24771068370464,5,5.723758214507241,4,5.399800539539413,6.066247740877014,2
56,37,Truck,Semi-Urban,Teacher,1,9,40.0,74.27447879062966,7,2.7932050607667276,3,19.981524651836114,19.915201739719073,1
58,23,Hatchback,Rural,Engineer,0,2,46.47214860284241,119.63794113360835,14,5.667778394924581,2,8.656995213966846,12.784282465385463,2
45,9,SUV,Urban,Driver,2,4,68.04588290006159,103.57954601473467,6,4.3530991260834835,3,8.560285494476744,13.257841578216343,0
24,31,Truck,Semi-Urban,Teacher,1,5,90.59337603390956,91.96112704477164,9,1.9491774131890207,3,8.761575291415445,13.285056438917396,1
26,14,Sedan,Urban,Driver,3,8,69.58592676803985,118.79274759828594,0,1.7265279355301208,0,17.095590056171062,17.783822255654222,0
25,36,SUV,Urban,Business,1,0,131.20201758029972,130.17659525049282,9,1.881497993456497,4,7.888006350796877,4.493568107384265,2
29,19,SUV,Semi-Urban,Engineer,1,7,102.89253896843888,104.65028612764286,9,4.496122872654205,3,8.141393711318194,2.1238785983161974,1
51,2,Truck,Urban,Engineer,0,3,124.16561706396716,50.0,4,3.9476064314469097,1,11.404199653346911,8.347309725054249,2
50,36,Sedan,Semi-Urban,Engineer,4,9,103.0034949318699,102.995370690368,5,3.2777178549825634,4,5.021455595694006,11.733198429660895,2
40,39,Truck,Urban,Student,4,6,53.32336346440324,105.67407296165031,13,2.3167736419103955,0,11.894744173934157,6.4284828023517875,2
41,7,Sedan,Urban,Driver,1,5,61.688382249201965,160.0,6,5.536156039955658,5,20.46019417005082,14.094933085332988,2
54,39,SUV,Urban,Business,3,5,74.7719763685632,103.24053677730588,3,2.0687174761647364,5,20.03926401488414,2.4044035998083744,2
52,22,Hatchback,Rural,Teacher,3,6,61.080124814993724,95.71703301099204,13,2.4180310892799457,0,29.238341204116153,16.023479950586072,2
61,39,SUV,Rural,Business,0,3,106.62463188485542,117.24532320479551,8,1.2745907332678126,1,7.990751974494435,14.643634374280946,1
57,10,Hatchback,Semi-Urban,Driver,1,5,81.8298454363815,92.49633541341156,0,2.376626519403743,5,26.63928328663948,5.064950956308998,2
39,7,Hatchback,Urban,Engineer,1,2,89.10176861819126,82.84683501551716,2,5.614488383577021,0,14.77974399741471,6.670630533516619,0
44,28,Sedan,Semi-Urban,Student,4,4,112.53124827434509,60.139685588967865,9,1.9380201162774993,5,14.675907199041141,16.333038851932272,2
52,29,Truck,Rural,Driver,0,1,123.53441783021492,85.11185818520356,1,2.0198143730885763,4,13.72027209060859,15.693419017344048,2
18,9,Sedan,Rural,Driver,2,2,79.57225084255617,52.30510909489043,13,3.9998869822839547,2,8.118413286073963,16.4615569893446,2
52,38,SUV,Rural,Teacher,3,8,57.708444290009666,107.08117587985768,1,3.8347674526371813,2,16.962625927473688,7.122614052944442,0
54,27,Truck,Rural,Business,3,5,61.23476365026401,105.39588726912022,0,1.8797927681538276,3,24.68444923367535,19.42185248599323,0
64,35,Hatchback,Semi-Urban,Business,1,2,107.98813098972921,117.41048755041007,12,1.7713243446465068,0,26.88581017869245,14.591426358105453,2
31,12,Hatchback,Urban,Teacher,0,1,90.31208926656544,74.22245353201421,2,1.5848848168398957,4,29.07148145318407,2.2388149605383396,2
20,31,SUV,Semi-Urban,Student,2,4,67.19929457560039,64.03223096822563,9,5.305427407561423,1,24.63231214251131,10.076962226207938,1
18,35,Truck,Urban,Engineer,3,9,99.15901797232785,151.43659977226167,4,4.272176105019341,1,20.577292641369223,13.626393863979446,1
22,36,SUV,Rural,Engineer,0,4,63.47547385773543,98.03415296010807,5,5.767228359271166,4,17.438344492649925,4.204353654593483,2
43,25,SUV,Urban,Student,2,0,49.552264319998386,117.49524961274398,7,1.8291675975254602,4,26.872431290034896,18.13360960653698,2
31,21,Sedan,Rural,Teacher,1,2,44.84554869728913,103.32277309363613,3,3.3030181294085006,1,23.48784017145401,15.328065321858233,0
56,3,SUV,Semi-Urban,Driver,4,6,56.080689773588794,118.62359332954432,0,4.715231973260253,0,9.031454399287853,2.5472035869302103,0
44,30,Truck,Urban,Business,3,8,108.14632167998174,105.70092680485702,11,2.0677416062245024,5,22.063762319905162,18.350764056671473,2
26,17,SUV,Semi-Urban,Driver,3,4,80.9487843059297,79.94966367608967,8,4.423383716313247,3,15.775964948250296,8.683023922079682,1
32,37,Truck,Rural,Business,2,3,84.3240000085588,113.54554759884428,2,3.369016783797325,3,19.89499193554537,9.596920073799279,0
32,23,Hatchback,Semi-Urban,Driver,4,2,88.73938198245743,107.59830904272502,7,3.154144008324873,3,27.458827095435726,15.879055048107102,1
43,22,SUV,Rural,Teacher,0,9,64.79027607590743,57.94182676201876,13,4.224988222697576,4,21.3142637183476,13.23595598460358,2
59,21,Truck,Rural,Teacher,1,8,75.40664853790118,107.36343083365277,3,3.3384722752634612,1,28.468107129407002,9.31304520966537,0
30,1,Hatchback,Rural,Student,0,6,77.33164259333998,90.3221827710139,10,5.10006499601091,1,26.659241881601897,5.93286849543846,1
49,30,Truck,Semi-Urban,Driver,2,6,66.38051129113418,83.33101683035324,14,5.652606837336074,1,8.222531279086194,10.821018907426668,2
56,10,Hatchback,Semi-Urban,Driver,3,7,75.2832352939714,124.38355998650151,14,3.9442936572199585,5,5.291297844473847,12.00441520022745,2
49,27,Sedan,Urban,Student,3,9,82.56689754463734,98.20359479512133,2,2.502972505509703,1,14.610285216222033,12.987714605779448,0
21,31,SUV,Urban,Student,0,0,80.04268043148002,98.96450249238298,2,4.886110920348274,1,26.633249708967732,12.496201742126003,0
47,4,SUV,Semi-Urban,Teacher,1,3,93.66373390760678,102.23124081116909,3,1.8524487287328386,2,10.753149817754219,12.728766429756854,1
54,37,Hatchback,Semi-Urban,Teacher,2,4,75.28740646187568,99.19107359681603,3,1.4749541413520941,5,22.2849980474874,10.039014304250067,2
40,9,Sedan,Semi-Urban,Driver,1,4,115.8969046105864,97.55599421373427,11,3.5936575752694684,4,16.899884230575267,11.67586894098509,2
56,39,Truck,Semi-Urban,Teacher,2,0,64.3451800852848,136.40207890262988,14,4.233679168692442,5,23.65194401072667,6.484125509218216,2
62,23,Sedan,Rural,Teacher,1,2,74.39427864423992,82.893881747799,6,5.174989852836475,4,9.12442197444893,4.009123390404346,2
32,34,Truck,Rural,Driver,0,1,92.88010990123698,56.58010920036847,1,5.776062025945362,2,10.977275974584707,12.531778031196106,1
60,22,Truck,Rural,Student,4,6,97.3521768641878,101.11677174139578,7,5.366690429304927,3,11.06311173741667,1.8929751456624033,1
46,16,SUV,Semi-Urban,Driver,2,4,60.876971762583864,76.51455503036055,10,5.943497867730815,0,18.711645337705267,2.2389323075227265,1
53,0,Hatchback,Rural,Engineer,0,2,82.9453195310328,72.58121239423288,13,3.3784999966227978,5,12.240611445125673,5.699003927571361,2
30,30,SUV,Rural,Driver,3,7,100.99067165010425,99.60664196143385,1,2.5826880915893953,4,25.293059320867208,4.692213238319584,2
49,30,SUV,Urban,Engineer,3,0,52.948174038498294,106.86695345286718,0,3.298531393348072,4,13.669855477604237,8.108149497384527,2
24,33,SUV,Urban,Driver,1,0,83.24372382690454,95.65809745873419,7,4.220652501204406,2,21.521278719759685,8.05448744278147,1
39,8,Truck,Rural,Engineer,3,5,55.261490503109556,88.58172967436522,14,3.5362830477022458,4,28.71254715242013,3.2202536592363606,2
45,21,SUV,Rural,Engineer,4,0,68.74126162588655,94.98744487004552,3,4.1705991093259165,4,20.173092942020517,5.683557180686321,2
19,12,Truck,Rural,Driver,2,3,86.71129118025611,98.72660226022109,5,5.433613120919197,3,11.05383805534607,1.0868142227664022,0
59,24,Hatchback,Semi-Urban,Teacher,1,5,80.65336340830096,99.93296091011896,12,1.8290593314604555,2,25.761416828386935,7.668312394664859,2
62,17,Truck,Urban,Business,2,0,62.18784203960465,55.19454872154777,0,1.6013200772464466,5,5.313563017420848,16.132268373700526,2
23,11,Truck,Urban,Teacher,2,8,109.42808052774367,121.84729388443517,2,3.4925940645975455,4,11.413429035776055,6.057039781400629,2
45,39,Sedan,Urban,Engineer,0,3,78.32684623956504,63.55982457879261,6,5.90884058798364,1,14.6872622136946,13.22361477486288,0
45,16,SUV,Rural,Driver,3,8,95.99779005484037,83.22293236339326,6,1.2952175060090123,2,9.899471534196742,2.8668483966688028,1
61,14,SUV,Semi-Urban,Driver,2,8,115.03526908021894,61.14490047677674,10,5.9327865249386615,3,20.100452313475273,1.2334087634581352,2
61,14,SUV,Urban,Driver,4,5,71.47164270062801,104.18173007428487,7,5.838533073523969,5,18.950015423506294,10.469533918881215,2
37,14,SUV,Urban,Driver,4,6,97.31220264466025,82.2352500665729,13,2.462997570728115,0,15.162414210969239,9.768197447079528,2
47,38,Sedan,Semi-Urban,Business,3,0,93.3032788090313,95.40438942160584,1,5.455018981566128,4,12.359486166359877,4.638864769856702,2
28,12,Sedan,Rural,Student,3,4,57.20905602906009,81.42775884847958,6,1.0387929184271814,1,15.847681084050551,6.4451141709925475,0
45,16,Sedan,Rural,Engineer,1,2,109.14472577789694,73.6473296420282,3,3.2703057301537806,1,12.280056417818384,1.582756731657165,1
42,31,Sedan,Urban,Business,1,9,87.01878409289723,50.0,14,3.0106174561864343,0,10.531462706958806,16.15819765530059,2
56,8,SUV,Urban,Teacher,1,9,74.34328803825908,85.21419347985521,5,5.5132900338974915,2,13.781753307733661,6.724371230422951,0
50,39,Truck,Semi-Urban,Student,3,5,52.6075355346513,69.74779807823928,3,3.361480879597228,3,20.058389548769746,5.169671969117364,0
18,19,Hatchback,Urban,Student,2,3,59.51441069840773,112.98969500045546,14,3.089693767444482,4,21.209771417976576,16.28849632028422,2
44,25,Sedan,Semi-Urban,Driver,0,8,82.82964757403724,152.02259330193675,8,4.197973051866184,4,12.433679026590648,1.7462002957169895,2
30,26,Truck,Urban,Business,1,6,58.24282256798639,145.74814655850804,13,2.8789959427799907,5,28.68495090823952,6.40599052449654,2
58,20,Sedan,Urban,Teacher,0,3,97.65493038393083,97.97180035279413,0,3.6827978388475078,4,11.548980747940098,5.992296776839254,2
20,17,SUV,Urban,Driver,4,5,77.41953688500794,80.22256696704967,0,5.777832875848837,1,22.803302754457416,5.996479675180827,0
56,12,SUV,Rural,Driver,3,1,53.77173657406907,51.253769251989574,4,2.013086544042121,2,7.0370014224499995,1.2184194238920452,0
23,15,Truck,Semi-Urban,Engineer,4,2,71.74103821104492,89.53080556517796,4,3.2945639932058515,0,21.621113652459506,18.758762660762752,0
25,8,Truck,Semi-Urban,Student,1,6,63.74219586193876,77.19599830611517,10,1.0768866717350758,2,16.498718716472133,17.41875878114141,1
44,11,Truck,Rural,Teacher,2,3,60.51730270989387,81.56822858706037,7,5.211185407872357,3,19.227696116084886,8.875368080880708,1
26,37,SUV,Rural,Student,1,9,40.69718458300595,59.19560095701597,6,1.4600868055254455,3,9.601816487846635,9.463263770878665,0
54,18,SUV,Rural,Business,0,6,86.99019710959428,117.56872490558519,10,1.473811724888657,0,15.839099214490776,10.958930657925517,1
50,6,Hatchback,Semi-Urban,Engineer,1,8,65.92330283843798,112.73066294879031,2,5.414196890594539,1,24.15694641392884,10.088001580665253,0
59,34,Truck,Urban,Driver,2,4,122.5323928916569,77.11320063239242,7,3.046480142630023,5,24.177120820039566,15.803540135318249,2
61,17,Hatchback,Rural,Engineer,2,0,104.85150927392986,121.39634645022844,13,4.436477236421525,0,10.938899030789901,10.27997864472571,2
41,15,Sedan,Rural,Driver,3,4,117.62954670249599,101.4903960639732,3,5.2892318511302765,5,13.814981877825726,4.587668739884716,2
32,38,Hatchback,Rural,Engineer,3,5,99.31112111332232,113.25559892752001,2,2.8723877726280596,3,5.095338884802537,3.222465849056579,1
49,3,Sedan,Urban,Driver,2,1,73.30734499185841,119.35272531408613,1,2.307737279014331,1,7.2490543584544,18.447157233553977,0
49,24,Sedan,Urban,Student,2,7,91.48165492934156,109.12475345604399,8,1.8475899669767077,2,8.168258816218872,1.9192705245903476,1
41,31,Hatchback,Rural,Student,0,1,78.94484912458381,79.48477664357956,13,4.035597065008396,3,12.341283147397501,18.053650325459575,2
58,39,Truck,Urban,Student,1,8,91.81256841784095,126.23262783191893,11,2.2613622565841673,1,23.97538716856167,14.119104651184166,2
29,12,Sedan,Rural,Student,3,1,102.82548686857996,119.3185363225997,6,4.171439929106807,1,17.756253303899673,8.689389036256022,1
56,16,Truck,Urban,Engineer,0,2,96.9493623331827,119.68393272163742,4,2.5857108270577287,4,24.815203413806234,4.556390524889162,2
19,36,SUV,Semi-Urban,Driver,1,7,85.16685058215387,66.76719536869915,8,2.7388839463750045,2,23.87264268992608,6.899162015593423,1
